Date,Adj Close,Close,High,Low,Open,Volume
2020-04-10 00:00:00+00:00,0.951053977,0.951053977,1.313487053,0.694186985,0.832005024,87364276
2020-04-11 00:00:00+00:00,0.776818991,0.776818991,1.049072981,0.765020013,0.951053977,43862444
2020-04-12 00:00:00+00:00,0.882507026,0.882507026,0.956669986,0.762426019,0.785448015,38736897
2020-04-13 00:00:00+00:00,0.777831972,0.777831972,0.891602993,0.773976028,0.890760005,18211285
2020-04-14 00:00:00+00:00,0.661925018,0.661925018,0.796472013,0.628169,0.777831972,16747614
2020-04-15 00:00:00+00:00,0.64665103,0.64665103,0.704963982,0.62153101,0.669288993,13075275
2020-04-16 00:00:00+00:00,0.690815985,0.690815985,0.774191976,0.62510699,0.630878985,21346031
2020-04-17 00:00:00+00:00,0.660727978,0.660727978,0.719614029,0.660727978,0.689311981,9870810
2020-04-18 00:00:00+00:00,0.681096017,0.681096017,0.717617989,0.659426987,0.660727978,9782112
2020-04-19 00:00:00+00:00,0.606968999,0.606968999,0.684641004,0.59848702,0.681515992,9289670
2020-04-20 00:00:00+00:00,0.538811982,0.538811982,0.639253974,0.520578027,0.612948,8342616
2020-04-21 00:00:00+00:00,0.587659001,0.587659001,0.604586005,0.508548975,0.541387022,9711507
2020-04-22 00:00:00+00:00,0.691600978,0.691600978,0.706964016,0.569621027,0.581166029,18828400
2020-04-23 00:00:00+00:00,0.627457023,0.627457023,0.698077023,0.600322008,0.685347021,13485271
2020-04-24 00:00:00+00:00,0.634241998,0.634241998,0.671019971,0.613941014,0.624020994,9064190
2020-04-25 00:00:00+00:00,0.643329024,0.643329024,0.670948029,0.621546984,0.630527973,7311905
2020-04-26 00:00:00+00:00,0.635505974,0.635505974,0.691498995,0.631170988,0.653214991,8320760
2020-04-27 00:00:00+00:00,0.572372019,0.572372019,0.660283029,0.561028004,0.635713995,7406934
2020-04-28 00:00:00+00:00,0.66129303,0.66129303,0.69214797,0.568484008,0.578252971,7470201
2020-04-29 00:00:00+00:00,0.745840013,0.745840013,0.777770996,0.655273974,0.662285984,8801144
2020-04-30 00:00:00+00:00,0.691044986,0.691044986,0.800816,0.687880993,0.747195005,5016892
2020-05-01 00:00:00+00:00,0.728793979,0.728793979,0.737070978,0.685903013,0.691044986,4164272
2020-05-02 00:00:00+00:00,0.715875983,0.715875983,0.748980999,0.707903981,0.727267981,3441356
2020-05-03 00:00:00+00:00,0.679534972,0.679534972,0.729800999,0.656615973,0.714796007,3328344
2020-05-04 00:00:00+00:00,0.667491019,0.667491019,0.705811977,0.618434012,0.679624975,3443698
2020-05-05 00:00:00+00:00,0.641837001,0.641837001,0.68621403,0.626498997,0.67343998,2847469
2020-05-06 00:00:00+00:00,0.622583985,0.622583985,0.673891008,0.622583985,0.642454028,2677563
2020-05-07 00:00:00+00:00,0.612977982,0.612977982,0.632268012,0.573376,0.622583985,3355830
2020-05-08 00:00:00+00:00,0.604921997,0.604921997,0.636618018,0.589851975,0.612977982,2488195
2020-05-09 00:00:00+00:00,0.604526997,0.604526997,0.625428975,0.588447988,0.604041994,2128503
2020-05-10 00:00:00+00:00,0.537033975,0.537033975,0.612303019,0.513081014,0.604461014,2327581
2020-05-11 00:00:00+00:00,0.515272975,0.515272975,0.571860015,0.505194008,0.536255002,2098481
2020-05-12 00:00:00+00:00,0.538576007,0.538576007,0.559759021,0.50525099,0.513391018,2198625
2020-05-13 00:00:00+00:00,0.550531983,0.550531983,0.564873993,0.518037975,0.53837198,2326446
2020-05-14 00:00:00+00:00,0.569118023,0.569118023,0.580946028,0.550109982,0.550531983,2047897
2020-05-15 00:00:00+00:00,0.559751987,0.559751987,0.574620008,0.547092974,0.569193006,1850070
2020-05-16 00:00:00+00:00,0.599120021,0.599120021,0.606534004,0.554360986,0.558981001,2300409
2020-05-17 00:00:00+00:00,0.612989008,0.612989008,0.640196025,0.589174986,0.595228016,2936428
2020-05-18 00:00:00+00:00,0.652670026,0.652670026,0.674392998,0.609649003,0.612681985,3314359
2020-05-19 00:00:00+00:00,0.624454021,0.624454021,0.65447998,0.611248016,0.650973976,2380263
2020-05-20 00:00:00+00:00,0.579155982,0.579155982,0.626655996,0.575282991,0.622475028,2302926
2020-05-21 00:00:00+00:00,0.608914971,0.608914971,0.613789022,0.543345988,0.579692006,2863017
2020-05-22 00:00:00+00:00,0.638875008,0.638875008,0.676432014,0.582830012,0.605238974,3411419
2020-05-23 00:00:00+00:00,0.61303103,0.61303103,0.63884902,0.588247001,0.637414992,2638524
2020-05-24 00:00:00+00:00,0.549053013,0.549053013,0.613288999,0.548431993,0.613288999,2786816
2020-05-25 00:00:00+00:00,0.600857019,0.600857019,0.650138021,0.538064003,0.548569977,4509580
2020-05-26 00:00:00+00:00,0.573306978,0.573306978,0.612353027,0.566462994,0.599103987,2689697
2020-05-27 00:00:00+00:00,0.590985,0.590985,0.611087024,0.571443021,0.573306978,2536916
2020-05-28 00:00:00+00:00,0.57515502,0.57515502,0.592397988,0.566947997,0.59088397,2662788
2020-05-29 00:00:00+00:00,0.579415023,0.579415023,0.593405008,0.566857994,0.574698985,2066857
2020-05-30 00:00:00+00:00,0.587933004,0.587933004,0.602488995,0.56704998,0.581354976,2449095
2020-05-31 00:00:00+00:00,0.570021987,0.570021987,0.593997002,0.569244981,0.587903023,1892967
2020-06-01 00:00:00+00:00,0.577494979,0.577494979,0.587839007,0.567348003,0.573472023,2159877
2020-06-02 00:00:00+00:00,0.564669013,0.564669013,0.589725018,0.552294016,0.577142,1295757
2020-06-03 00:00:00+00:00,0.586620986,0.586620986,0.591024995,0.564460993,0.564669013,877446
2020-06-04 00:00:00+00:00,0.587298989,0.587298989,0.591639996,0.564517975,0.586866975,901641
2020-06-05 00:00:00+00:00,0.661154985,0.661154985,0.698279023,0.577925026,0.587298989,4322092
2020-06-06 00:00:00+00:00,0.62244302,0.62244302,0.661619008,0.611781001,0.661071002,1604055
2020-06-07 00:00:00+00:00,0.616577983,0.616577983,0.624444008,0.593397975,0.62244302,716785
2020-06-08 00:00:00+00:00,0.668313026,0.668313026,0.679000974,0.613309979,0.615077972,1440234
2020-06-09 00:00:00+00:00,0.658002019,0.658002019,0.668088019,0.627242029,0.667783976,988327
2020-06-10 00:00:00+00:00,0.644867003,0.644867003,0.670042992,0.633404016,0.65803802,1096203
2020-06-11 00:00:00+00:00,0.573741972,0.573741972,0.650534987,0.570082009,0.644887984,1122221
2020-06-12 00:00:00+00:00,0.593868971,0.593868971,0.604653001,0.569920003,0.57405901,940323
2020-06-13 00:00:00+00:00,0.608942986,0.608942986,0.61143899,0.585484982,0.593948007,764757
2020-06-14 00:00:00+00:00,0.587077022,0.587077022,0.618257999,0.580899,0.610926986,873416
2020-06-15 00:00:00+00:00,0.570639014,0.570639014,0.591897011,0.547286987,0.588373005,942666
2020-06-16 00:00:00+00:00,0.585575998,0.585575998,0.589828014,0.568688989,0.570578992,652020
2020-06-17 00:00:00+00:00,0.581561983,0.581561983,0.590129018,0.565117002,0.585497022,673274
2020-06-18 00:00:00+00:00,0.620956004,0.620956004,0.650309026,0.579285026,0.58158201,1349341
2020-06-19 00:00:00+00:00,0.684332013,0.684332013,0.836398005,0.620383978,0.622407019,6577471
2020-06-20 00:00:00+00:00,0.643590987,0.643590987,0.688583016,0.625626028,0.682523012,1714405
2020-06-21 00:00:00+00:00,0.67314899,0.67314899,0.748542011,0.636879981,0.646134973,2238347
2020-06-22 00:00:00+00:00,0.726848006,0.726848006,0.743112981,0.645877004,0.672577024,1620388
2020-06-23 00:00:00+00:00,0.708297014,0.708297014,0.760632992,0.700712025,0.726773024,1327340
2020-06-24 00:00:00+00:00,0.736994028,0.736994028,0.800692022,0.693500996,0.708530009,2769054
2020-06-25 00:00:00+00:00,0.713194013,0.713194013,0.756704986,0.699240029,0.737100005,1751581
2020-06-26 00:00:00+00:00,0.741144001,0.741144001,0.751991987,0.681532025,0.712530971,1664662
2020-06-27 00:00:00+00:00,0.713548005,0.713548005,0.752210975,0.675837994,0.739597023,1681428
2020-06-28 00:00:00+00:00,0.798494995,0.798494995,0.843976974,0.687094986,0.713548005,3412582
2020-06-29 00:00:00+00:00,0.852454007,0.852454007,0.885339022,0.770008981,0.798494995,2147791
2020-06-30 00:00:00+00:00,0.860094011,0.860094011,1.029175997,0.850103974,0.853021979,3887548
2020-07-01 00:00:00+00:00,0.832642019,0.832642019,0.901714981,0.820927024,0.863363981,1772560
2020-07-02 00:00:00+00:00,0.780219018,0.780219018,0.83712697,0.75366801,0.832116008,1749581
2020-07-03 00:00:00+00:00,0.76809299,0.76809299,0.786035001,0.755113006,0.782036006,1144958
2020-07-04 00:00:00+00:00,0.780372024,0.780372024,0.823154986,0.761451006,0.767940998,1644301
2020-07-05 00:00:00+00:00,0.69166398,0.69166398,0.785547018,0.642634988,0.780101001,3799016
2020-07-06 00:00:00+00:00,0.707907975,0.707907975,0.721045971,0.686580002,0.69166398,1120773
2020-07-07 00:00:00+00:00,0.753048003,0.753048003,0.780893028,0.701921999,0.707858026,1700041
2020-07-08 00:00:00+00:00,0.796712995,0.796712995,0.827522993,0.743411005,0.753048003,2220223
2020-07-09 00:00:00+00:00,0.853452981,0.853452981,0.882358015,0.759905994,0.794017971,2668724
2020-07-10 00:00:00+00:00,0.913559973,0.913559973,0.939629018,0.842850029,0.853304029,1856095
2020-07-11 00:00:00+00:00,0.924624026,0.924624026,0.926347017,0.859094977,0.913559973,1788814
2020-07-12 00:00:00+00:00,1.016716003,1.016716003,1.130977988,0.914116979,0.92385602,4693371
2020-07-13 00:00:00+00:00,1.175734043,1.175734043,1.287662983,1.008883953,1.016716003,4062069
2020-07-14 00:00:00+00:00,1.148074985,1.148074985,1.246006012,1.119166017,1.172476053,2213135
2020-07-15 00:00:00+00:00,1.289597988,1.289597988,1.39683497,1.141458035,1.147523046,3355229
2020-07-16 00:00:00+00:00,0.872440994,0.872440994,1.374966979,0.855044007,1.284039021,7486568
2020-07-17 00:00:00+00:00,0.977837026,0.977837026,1.046841979,0.801883996,0.870760977,8973774
2020-07-18 00:00:00+00:00,0.966583014,0.966583014,1.000715971,0.931725979,0.977514982,2923007
