Date,Adj Close,Close,High,Low,Open,Volume
2019-11-18 00:00:00+00:00,8309.286133,8309.286133,8653.280273,8273.573242,8573.980469,21579470673
2019-11-19 00:00:00+00:00,8206.145508,8206.145508,8408.516602,8099.963379,8305.134766,21083613816
2019-11-20 00:00:00+00:00,8027.268066,8027.268066,8237.240234,8010.511719,8203.613281,20764300437
2019-11-21 00:00:00+00:00,7642.75,7642.75,8110.098145,7597.381836,8023.644531,22514243371
2019-11-22 00:00:00+00:00,7296.577637,7296.577637,7697.382813,6936.706543,7643.569336,34242315785
2019-11-23 00:00:00+00:00,7397.796875,7397.796875,7442.258789,7151.417969,7296.164551,21008924418
2019-11-24 00:00:00+00:00,7047.916992,7047.916992,7408.577148,7029.289063,7398.633789,30433517289
2019-11-25 00:00:00+00:00,7146.133789,7146.133789,7319.856934,6617.166992,7039.977051,42685231262
2019-11-26 00:00:00+00:00,7218.371094,7218.371094,7320.230469,7098.572266,7145.15918,21129505542
2019-11-27 00:00:00+00:00,7531.663574,7531.663574,7619.693359,6974.174316,7220.880859,23991412764
2019-11-28 00:00:00+00:00,7463.105957,7463.105957,7730.072754,7454.121582,7536.820313,19050116751
2019-11-29 00:00:00+00:00,7761.243652,7761.243652,7781.179688,7460.756348,7466.727051,19709695456
2019-11-30 00:00:00+00:00,7569.629883,7569.629883,7836.102051,7515.849609,7764.057129,17158194786
2019-12-01 00:00:00+00:00,7424.29248,7424.29248,7571.616211,7291.341797,7571.616211,18720708479
2019-12-02 00:00:00+00:00,7321.988281,7321.988281,7474.818848,7233.399414,7424.036133,17082040706
2019-12-03 00:00:00+00:00,7320.145508,7320.145508,7418.858887,7229.356934,7323.975586,14797485769
2019-12-04 00:00:00+00:00,7252.034668,7252.034668,7539.784668,7170.922852,7320.125,21664240918
2019-12-05 00:00:00+00:00,7448.307617,7448.307617,7743.431641,7232.676758,7253.241699,18816085231
2019-12-06 00:00:00+00:00,7546.996582,7546.996582,7546.996582,7392.175293,7450.561523,18104466307
2019-12-07 00:00:00+00:00,7556.237793,7556.237793,7589.95166,7525.711426,7547.265625,15453520564
2019-12-08 00:00:00+00:00,7564.345215,7564.345215,7634.606445,7476.091309,7551.338867,15409908086
2019-12-09 00:00:00+00:00,7400.899414,7400.899414,7618.091797,7365.985352,7561.79541,17872021272
2019-12-10 00:00:00+00:00,7278.119629,7278.119629,7424.022949,7246.043945,7397.134277,18249031195
2019-12-11 00:00:00+00:00,7217.427246,7217.427246,7324.15625,7195.527344,7277.197754,16350490689
2019-12-12 00:00:00+00:00,7243.134277,7243.134277,7266.639648,7164.741211,7216.73877,18927080224
2019-12-13 00:00:00+00:00,7269.68457,7269.68457,7293.560547,7227.122559,7244.662109,17125736940
2019-12-14 00:00:00+00:00,7124.673828,7124.673828,7308.836426,7097.208984,7268.902832,17137029730
2019-12-15 00:00:00+00:00,7152.301758,7152.301758,7181.075684,6924.375977,7124.239746,16881129804
2019-12-16 00:00:00+00:00,6932.480469,6932.480469,7171.168945,6903.682617,7153.663086,20213265950
2019-12-17 00:00:00+00:00,6640.515137,6640.515137,6964.075195,6587.974121,6931.31543,22363804217
2019-12-18 00:00:00+00:00,7276.802734,7276.802734,7324.984863,6540.049316,6647.698242,31836522778
2019-12-19 00:00:00+00:00,7202.844238,7202.844238,7346.602539,7041.381836,7277.59082,25904604416
2019-12-20 00:00:00+00:00,7218.816406,7218.816406,7257.921875,7086.124023,7208.636719,22633815180
2019-12-21 00:00:00+00:00,7191.158691,7191.158691,7223.226074,7112.73584,7220.59375,19312552168
2019-12-22 00:00:00+00:00,7511.588867,7511.588867,7518.033203,7167.179199,7191.188477,23134537956
2019-12-23 00:00:00+00:00,7355.628418,7355.628418,7656.17627,7326.192383,7508.902344,27831788041
2019-12-24 00:00:00+00:00,7322.532227,7322.532227,7535.716797,7269.528809,7354.393066,22991622105
2019-12-25 00:00:00+00:00,7275.155762,7275.155762,7357.02002,7220.991211,7325.755859,21559505149
2019-12-26 00:00:00+00:00,7238.966797,7238.966797,7388.302734,7200.386719,7274.799316,22787010034
2019-12-27 00:00:00+00:00,7290.088379,7290.088379,7363.529297,7189.934082,7238.141113,22777360996
2019-12-28 00:00:00+00:00,7317.990234,7317.990234,7399.041016,7286.905273,7289.03125,21365673026
2019-12-29 00:00:00+00:00,7422.652832,7422.652832,7513.948242,7279.865234,7317.647461,22445257702
2019-12-30 00:00:00+00:00,7292.995117,7292.995117,7454.824219,7276.308105,7420.272949,22874131672
2019-12-31 00:00:00+00:00,7193.599121,7193.599121,7335.290039,7169.777832,7294.438965,21167946112
2020-01-01 00:00:00+00:00,7200.174316,7200.174316,7254.330566,7174.944336,7194.89209,18565664997
2020-01-02 00:00:00+00:00,6985.470215,6985.470215,7212.155273,6935.27002,7202.55127,20802083465
2020-01-03 00:00:00+00:00,7344.884277,7344.884277,7413.715332,6914.996094,6984.428711,28111481032
2020-01-04 00:00:00+00:00,7410.656738,7410.656738,7427.385742,7309.51416,7345.375488,18444271275
2020-01-05 00:00:00+00:00,7411.317383,7411.317383,7544.49707,7400.535645,7410.45166,19725074095
2020-01-06 00:00:00+00:00,7769.219238,7769.219238,7781.867188,7409.292969,7410.452148,23276261598
2020-01-07 00:00:00+00:00,8163.692383,8163.692383,8178.21582,7768.227539,7768.682129,28767291327
2020-01-08 00:00:00+00:00,8079.862793,8079.862793,8396.738281,7956.774414,8161.935547,31672559265
2020-01-09 00:00:00+00:00,7879.071289,7879.071289,8082.295898,7842.403809,8082.295898,24045990466
2020-01-10 00:00:00+00:00,8166.554199,8166.554199,8166.554199,7726.774902,7878.307617,28714583844
2020-01-11 00:00:00+00:00,8037.537598,8037.537598,8218.359375,8029.64209,8162.190918,25521165085
2020-01-12 00:00:00+00:00,8192.494141,8192.494141,8200.063477,8009.059082,8033.261719,22903438381
2020-01-13 00:00:00+00:00,8144.194336,8144.194336,8197.788086,8079.700684,8189.771973,22482910688
2020-01-14 00:00:00+00:00,8827.764648,8827.764648,8879.511719,8140.933105,8140.933105,44841784107
2020-01-15 00:00:00+00:00,8807.010742,8807.010742,8890.117188,8657.1875,8825.34375,40102834650
2020-01-16 00:00:00+00:00,8723.786133,8723.786133,8846.460938,8612.095703,8812.481445,31313981931
2020-01-17 00:00:00+00:00,8929.038086,8929.038086,8958.12207,8677.316406,8725.209961,36372139320
2020-01-18 00:00:00+00:00,8942.808594,8942.808594,9012.198242,8827.332031,8927.211914,32337772627
2020-01-19 00:00:00+00:00,8706.245117,8706.245117,9164.362305,8620.080078,8941.445313,34217320471
2020-01-20 00:00:00+00:00,8657.642578,8657.642578,8745.59082,8560.473633,8704.631836,26422375678
2020-01-21 00:00:00+00:00,8745.894531,8745.894531,8755.706055,8544.520508,8658.991211,24097418512
2020-01-22 00:00:00+00:00,8680.875977,8680.875977,8792.994141,8636.74707,8744.210938,22600204051
2020-01-23 00:00:00+00:00,8406.515625,8406.515625,8687.74707,8333.637695,8680.650391,25770680779
2020-01-24 00:00:00+00:00,8445.43457,8445.43457,8514.666992,8266.84082,8405.567383,24397913026
2020-01-25 00:00:00+00:00,8367.847656,8367.847656,8458.453125,8296.21875,8440.119141,19647331549
